Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
"[SEP] MEMBER CONFLICT: BIOENGINEERING, SPINAL CORD INJURY, AND EYE",ZRG1 NV - Q (02),07/16/24,"KOZAI, TAKASHI DANIEL YOSHIDA, PHD, MS, BA",ASSISTANT PROFESSOR,DEPARTMENT OF BIOENGINEERING,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,    PA,    15260",,,
[SEP] AREA/REAP: RESPIRATORY SCIENCES,ZRG1 RCCS - D (80),07/18/24,"BAZIL, JASON N, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY,COLLEGE OF NATURAL SCIENCE,MICHIGAN STATE UNIVERSITY,"EAST LANSING,    MI,    48824",,
[SEP] AREA/REAP: RESPIRATORY SCIENCES,ZRG1 RCCS - D (80),07/18/24,"DESYATOVA, ANASTASIA S, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMECHANICS,UNIVERSITY OF NEBRASKA OMAHA,"OMAHA,    NE,    68182",,,
[SEP] AREA/REAP: RESPIRATORY SCIENCES,ZRG1 RCCS - D (80),07/18/24,"FILLMORE, NATASHA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,SCHOOL OF PHARMACY,NORTH DAKOTA STATE UNIVERSITY,"FARGO,    ND,    58102",,
[SEP] AREA/REAP: RESPIRATORY SCIENCES,ZRG1 RCCS - D (80),07/18/24,"SCHUNKE, KATHRYN J, PHD",ASSISTANT PROFESSOR,CENTER FOR CARDIOVASCULAR RESEARCH,"DEPARTMENT OF ANATOMY, BIOCHEMISTRY & PHYSIOLOGY",JOHN A. BURNS SCHOOL OF MEDICINE,UNIVERSITY OF HAWAII,"HONOLULU,    HI,    96813",
[SEP] MEMBER CONFLICT: CARDIAC SCIENCES,ZRG1 RCCS - U (02),07/17/24,"ALVARADO, FRANCISCO J, PHD",ASSISTANT PROFESSOR,DIVISION OF CARDIOVASCULAR MEDICINE,DEPARTMENT OF MEDICINE,CARDIOVASCULAR RESEARCH CENTER,UNIVERSITY OF WISCONSIN-MADISON,"MADISON,    WI,    53705",
[SEP] PAR-24-070: FIREARM INJURY PREVENTION AND RESEARCH,ZRG1 SCIL - D (51),06/25/24,"BARTHELEMY, JUAN J, PHD",ASSISTANT PROFESSOR,GRADUATE COLLEGE OF SOCIAL WORK,UNIVERSITY OF HOUSTON,"HOUSTON,    TX,    77204",,,
[SEP] PAR-24-070: FIREARM INJURY PREVENTION AND RESEARCH,ZRG1 SCIL - D (51),06/25/24,"RANAPURWALA, SHABBAR I, MPH, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,GILLINGS SCHOOL OF GLOBAL PUBLIC HEALTH,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL,    NC,    275997435",,
[SEP] PAR-24-070: FIREARM INJURY PREVENTION AND RESEARCH,ZRG1 SCIL - D (51),06/25/24,"SPERLICH, MICHELLE IRENE, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF SOCIAL WORK,UNIVERSITY AT BUFFALO SCHOOL OF SOCIAL WORK,"BUFFALO,    NY,    14260",,,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL B (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - J (57),07/19/24,"HAMPANDA, KAREN MARIE, MPH, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS,"DENVER,    CO,    80045",,,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"BENGTSON, ANGELA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,ROLLINS SCHOOL OF PUBLIC HEALTH,EMORY UNIVERSITY,"ATLANTA,    GA,    30322",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"BROADHURST, JANA, MD, PHD",ASSISTANT PROFESSOR,"DEPARTMENT OF PATHOLOGY, MICROBIOLOGY",AND IMMUNOLOGY,COLLEGE OF MEDICINE,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA,    NE,    68198",
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"CUMMINGS, CAROLINE, PHD",ASSISTANT PROFESSOR,CLINICAL PSYCHOLOGY PROGRAM,DEPARTMENT OF PSYCHOLOGICAL SCIENCES,TEXAS TECH UNIVERSITY,"LUBBOCK,    TX,    79409",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"DESROSIERS, ALETHEA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY AND HUMAN BEHAVIOR,WARREN ALPERT MEDICAL SCHOOL,BROWN UNIVERSITY,"PROVIDENCE,    RI,    02912",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"DOWSHEN, NADIA L, MD",ASSISTANT PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,    PA,    19104",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"HAIDER, MOHAMMAD RIFAT, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF HEALTH POLICY AND MANAGEMENT,COLLEGE OF PUBLIC HEALTH,UNIVERSITY OF GEORGIA,"ATHENS,    GA,    30602",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"JIANG, NAN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF POPULATION HEALTH,NEW YORK UNIVERSITY LANGONE HEALTH,NEW YORK UNIVERSITY GROSSMAN SCHOOL OF MEDICINE,"NEW YORK,    NY,    10016",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"LEVEY, ELIZABETH JANE, MD",ASSISTANT PROFESSOR,"CHESTER M PIERCE, MD DIVISION OF",GLOBAL PSYCHIATRY,MASSACHUSETTS GENERAL HOSPITAL,"BOSTON,    MA,    02114",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"NGARUIYA, CHRISTINE, DTMH, MD",ASSISTANT PROFESSOR,POPULATION AND GLOBAL HEALTH RESEARCH DIRECTOR,DEPARTMENT OF EMERGENCY MEDICINE,STANFORD SCHOOL OF MEDICINE,"PALO ALTO,    CA,    94304",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"SKEENS, MICAH, PHD",ASSISTANT PROFESSOR,DIVISION OF HEMATOLOGY AND ONCOLOGY,COLLEGE OF MEDICINE AND NURSING,THE OHIO STATE UNIVERSITY,"COLUMBUS,    OH,    43205",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"XIAN, XIAOJUN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL ENGINEERING,AND COMPUTER SCIENCE,COLLEGE OF ENGINEERING,SOUTH DAKOTA STATE UNIVERSITY,"BROOKINGS,    SD,    57007",
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"NIEMCZAK, CHRISTOPHER EDWARD, AUDIOLOGY, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,GEISEL SCHOOL OF MEDICINE,DARTMOUTH UNIVERSITY,"LEBANON,    NH,    03766",,
[SEP] SOCIETAL AND ETHICAL ISSUES IN RESEARCH,ZRG1 SEIR - Y (80),06/14/24,"QUILLIN, JOHN M, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN AND MOLECULAR GENETICS,SCHOOL OF MEDICINE,VIRGINIA COMMONWEALTH UNIVERSITY,"RICHMOND,    VA,    23219",,
[SEP] SOCIETAL AND ETHICAL ISSUES IN RESEARCH,ZRG1 SEIR - Y (80),06/14/24,"MARTINEZ-MARTIN, NICOLE A, PHD",ASSISTANT PROFESSOR,PEDIATRICS-CENTER FOR BIOMEDICAL ETHICS,STANFORD UNIVERSITY,"STANFORD,    CA,    94305",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"ALBER, JESSICA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,GEORGE & ANNE RYAN INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF RHODE ISLAND,"CUMBERLAND,    RI,    02864",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"BEYELER, MICHAEL, PHD",ASSISTANT PROFESSOR,PSYCHOLOGICAL & BRAIN SCIENCES,UNIVERSITY OF CALIFORNIA SANTA BARBARA,"SANTA BARBARA,    CA,    93106",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"BILLAH, SYED MASUM, PHD",ASSISTANT PROFESSOR,COLLEGE OF INFORMATION SCIENCES AND TECHNOLOGY,THE PENNSYLVANIA STATE UNIVERSITY,"UNIVERSITY PARK,    PA,    16802",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"DANA, HOD MICHAEL, PHD",ASSISTANT PROFESSOR,MOLECULAR MEDICINE,CLEVELAND CLINIC,"CLEVELAND,    OH,    44195",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"EGGEBRECHT, ADAM THOMAS, PHD",ASSISTANT PROFESSOR,BIOPHOTONICS RESEARCH CENTER,MALLINCKRODT INSTITUTE OF RADIOLOGY,DEPARTMENT OF ELECTRICAL AND SYSTEMS ENGINEERING,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,"ST LOUIS,    MO,    63110",
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"GANAPATHY, PREETHI, MD, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY AND,VISUAL SCIENCES,UPSTATE MEDICAL UNIVERSITY,"SYRACUSE,    NY,    13210",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"GONZALES, ALBERT LOUIS, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND CELL BIOLOGY,"UNIVERSITY OF NEVADA, RENO","RENO,    NV,    89557",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"JONNAL, RAVI S., PHD",ASSISTANT PROFESSOR,DEPARTMENTS OF OPHTHALOMOLOGY,SCHOOL OF MEDICINE,UC DAVIS,"SACRAMENTO,    CA,    95817",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"LU, GEORGE J, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOENGINEERING,RICE UNIVERSITY,"HOUSTON,    TX,    77251",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"PARIKH, KUNAL S, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,    MD,    21218",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"PENG, YIFAN, PHD",ASSISTANT PROFESSOR,WEILL CORNELL MEDICINE,DEPARTMENT OF POPULATION HEALTH SCIENCES,"NEW YORK,    NY,    10065",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"REIMER, JACOB, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,    TX,    77030",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"SCRUGGS, BRITTNI ASHTON, MD, PHD",ASSISTANT PROFESSOR,MAYO CLINIC,DEPARTMENT OF OPHTHALMOLOGY,"ROCHESTER,    MN,    55902",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"SHARMA, TASNEEM PUTLIWALA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,INDIANA UNIVERSITY SCHOOL OF MEDICINE,"INDIANAPOLIS,    IN,    46202",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"SONG, PENGFEI, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL & COMPUTER ENGINEERING,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,"URBANA,    IL,    61801",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"WANG, SOPHIA YING, MD",ASSISTANT PROFESSOR,"DEPARTMENT OF OPHTHALMOLOGY, BYERS EYE INSTITUTE",STANFORD UNIVERSITY,"PALO ALTO,    CA,    94303",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),06/06/24,"WERT, KATHERINE JEAN, PHD",ASSISTANT PROFESSOR,DEPARTMENTS OF OPHTHALMOLOGY,AND MOLECULAR BIOLOGY,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,    TX,    75390",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"ALBER, JESSICA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,GEORGE & ANNE RYAN INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF RHODE ISLAND,"CUMBERLAND,    RI,    02864",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"CONDELLO, CARLO L, PHD",ASSISTANT PROFESSOR,DEPTARTMENT OF NEUROSCIENCE,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"SAN FRANCISCO,    CA,    94158",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"FERRADAL, SILVINA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROENGINEERING,"LUDDY SCHOOL OF INFORMATICS, COMPUTING,",AND ENGINEERING,INDIANA UNIVERSITY,"BLOOMINGTON,    IN,    47403",
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"JONNAL, RAVI S, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,SCHOOL OF MEDICINE,UC DAVIS,"SACRAMENTO,    CA,    95817",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"KADOR, KARL ERICH, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MISSOURI-KANSAS CITY,"KANSAS CITY,    MO,    64108",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"LEE, JONGHWAN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,CARNEY INSTITUTE FOR BRAIN SCIENCE,SCHOOL OF ENGINEERING,BROWN UNIVERSITY,"PROVIDENCE,    RI,    02912",
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"O'HERRON, PHILIP, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY,AUGUSTA UNIVERSITY,"AUGUSTA,    GA,    30912",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"RYALS, RENEE CHRISTINE, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,CASEY EYE INSTITUTE,OREGON HEALTH & SCIENCE UNIVERSITY,"PORTLAND,    OR,    97239",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"TAO, YUANKAI KENNY, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,VANDERBILT INSTITUTE FOR SURGERY AND ENGINEERING,VANDERBILT UNIVERSITY,"NASHVILLE,    TN,    37235",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"WERT, KATHERINE JEAN, PHD",ASSISTANT PROFESSOR,DEPARTMENTS OF OPHTHALMOLOGY,AND MOLECULAR BIOLOGY,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,    TX,    75390",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"ZHU, BANGHE, PHD",ASSISTANT PROFESSOR,CENTER FOR MOLECULAR IMAGING,MCGOVERN MEDICAL SCHOOL,UT HEALTH HOUSTON,"HOUSTON,    TX,    77030",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"ALBER, JESSICA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL AND,PHARMACEUTICAL SCIENCES,UNIVERSITY OF RHODE ISLAND,"KINGSTON,    RI,    02881",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"CHRISTOPHER, MARK, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,SHILEY EYE INSTITUTE,UNIVERSITY OF CALIFORNIA SAN DIEGO,"LA JOLLA,    CA,    92093",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"DHALLA, AL-HAFEEZ ZAHIR, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,AND OPTHALMOLOGY,DUKE UNIVERSITY,"DURHAM,    NC,    27708",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"KARAYILAN, METIN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,    OH,    44106",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"LEE, JONGHWAN, PHD",ASSISTANT PROFESSOR,SCHOOL OF ENGINEERING,CARNEY INSTITUTE FOR BRAIN SCIENCE,BROWN UNIVERSITY,"PROVIDENCE,    RI,    02912",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"O'HERRON, PHILIP, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY,AUGUSTA UNIVERSITY,"AUGUSTA,    GA,    30912",,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"DING, YICHEN, PHD, BS",ASSISTANT PROFESSOR,BIOENGINEERING DEPARTMENT,UNIVERSITY OF TEXAS AT DALLAS,"RICHARDSON,    TX,    75080",,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"DUBOIS, NICOLE, PHD",ASSISTANT PROFESSOR,"DEPARTMENT OF CELL, DEVELOPMENT &",REGENERATIVE BIOLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,    NY,    10029",,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"ESPINOZA-DEROUT, JORGE, PHD, BS/MS",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,"LOS ANGELES,    CA,    90059",,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"FANG, JENNIFER SHEA-YING, BA, PHD",ASSISTANT PROFESSOR,TULANE UNIVERSITY,"NEW ORLEANS,    LA,    70118",,,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"GARIKIPATI, VENKATA NAGA SRIKANTH, PHD",ASSISTANT PROFESSOR,AGING + CARDIOVASCULAR DISCOVERY CENTER,DEPARTMENT OF CARDIOVASCULAR SCIENCES,LEWIS KATZ SCHOOL OF MEDICINE,TEMPLE UNIVERSITY,"PHILADELPHIA,    PA,    19140",
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"GONZALEZ-ROSA, JUAN MANUEL, BS, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,CARDIOVASCULAR RESEARCH CENTER,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"CHARLESTON,    MA,    02129",
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"MORTON, SARAH, BS, PHD, MD",ASSISTANT PROFESSOR,HARVARD MEDICAL SCHOOL,"BOSTON,    MA,    02115",,,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"SENYO, SAMUEL, BS, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,    OH,    44106",,,
[SEP] CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),07/02/24,"VAGNOZZI, RONALD JOSEPH, PHD, BS",ASSISTANT PROFESSOR,DEPARTMENT OF CARDIOLOGY,SCHOOL OF MEDICINE,ANSCHUTZ MEDICAL CAMPUS,UNIVERSITY OF COLORADO,"AURORA,    CO,    80045",
[SEP] SPECIAL EMPHASIS PANEL: CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),03/06/24,"BRESSAN, MICHAEL C, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND PSYCHOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL,    NC,    27599",,
[SEP] SPECIAL EMPHASIS PANEL: CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),03/06/24,"ESTARAS, CONCEPCION, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CARDIOVASCULAR SCIENCES,TEMPLE UNIVERSITY,"PHILADELPHIA,    PA,    19140",,,
[SEP] SPECIAL EMPHASIS PANEL: CARDIOVASCULAR DIFFERENTIATION AND DEVELOPMENT,ZRG1 CDD - Q (81),03/06/24,"LIU, QING, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,CLEMSON UNIVERSITY,"CLEMSON,    SC,    29634",,,
