Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
MODELING AND ANALYSIS OF BIOLOGICAL SYSTEMS STUDY SECTION,MABS,02/08/22 -,"AZIZI, ELHAM,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF  BIOMEDICAL ENGINEERING,COLUMBIA UNIVERSITY,"NEW YORK, NY, 10027",,,
BIOSTATISTICAL METHODS AND RESEARCH DESIGN STUDY SECTION,BMRD,03/03/22 -,"AZUERO, ANDRES,  MBA,  PHD*",PROFESSOR OF NURSING AND DIRECTOR OF STATISTICS,"DEPARTMENT OF FAMILY,  COMMUNITY,  AND",HEALTH SYSTEMS.,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
NUTRITION AND METABOLISM IN HEALTH AND DISEASE STUDY SECTION,NMHD,10/13/22 -,"BAACK, MICHELLELEIGH,  MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIACTRICS,SANFORD SCHOOL OF MEDICINE,UNIVERSITY OF SOUTH DAKOTA,"SIOUX FALLS, SD, 57104",,
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,06/15/22 -,"BAAS, PETER W,  PHD*",PROFESSOR,DEPARTMENT OF NEUROBIOLOGY , AND ANATOMY,COLLEGE OF MEDICINE,DREXEL UNIVERSITY ,"PHILADELPHIA, PA, 19129",
EMERGING IMAGING TECHNOLOGIES IN NEUROSCIENCE STUDY SECTION,EITN,06/16/22 -,"BABAJANI-FEREMI, ABBAS,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78722",,,
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,02/15/22 -,"BABALONIS, SHANNA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF,BEHAVIORAL SCIENCE,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,06/21/22 -,"BABULAL, GANESHM,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,SCHOOL OF MEDICINE,WASHINGTON UNIVERSITY IN ST. LOUIS,"SAINT LOUIS, MO, 63108",,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,02/15/22 -,"BACCEI, MARKL,  BS,  MPHIL,  PHD*",PROFESSOR,DEPARTMENT OF ANESTHESIOLOGY,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45267",,,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,06/28/22 -,"BACCEI, MARKL,  PHD*",PROFESSOR,DEPARTMENT OF ANESTHESIOLOGY,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45267",,,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,06/14/22 -,"BACH, ERIKAA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,AND MOLECULAR PHARMACOLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,03/03/22 -,"BACH, ERIKAA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,AND MOLECULAR PHARMACOLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,11/01/21 -,"BACH, ERIKAA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,AND MOLECULAR PHARMACOLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,10/18/22 -,"BACHMAN, HEATHERJ,  PHD*",ASSOCIATE PROFESSOR,APPLIED DEVELOPMENTAL PSYCHOLOGY PROGRAM,DEPARTMENT OF HEALTH AND HUMAN DEVELOPMENT,SCHOOL OF EDUCATION,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15260",
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY STUDY SECTION,DMP,10/17/22 -,"BACHOVCHIN, DANIEL,  PHD*",ASSISTANT MEMBER,CHEMICAL BIOLOGY PROGRAM,MEMORIAL SLOAN KETTERING CANCER CENTER,"NEW YORK, NY, 10065",,,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,06/08/22 -,"BACK, STEPHENA,  MD,  PHD",PROFESSOR,DEPARTMENT OF PEDIATRICS AND,NEUROLOGY,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND, OR, 97201",,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,02/10/22 -,"BACK, STEPHENA,  MD,  PHD",PROFESSOR,DEPARTMENT OF PEDIATRICS AND,NEUROLOGY,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND, OR, 97201",,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,10/13/21 -,"BACK, STEPHENA,  MD,  PHD",PROFESSOR,DEPARTMENT OF PEDIATRICS AND,NEUROLOGY,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND, OR, 97201",,
DRUG DISCOVERY FOR THE NERVOUS SYSTEM STUDY SECTION,DDNS,10/20/22 -,"BACK, STEPHENA,  MD,  PHD*",PROFESSOR OF PEDIATRICS AND NEUROLOGY,DEPARTMENT OF PEDIATRICS AND NEUROLOGY,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND, OR, 97201",,,
IMAGING GUIDED INTERVENTIONS AND SURGERY STUDY SECTION,IGIS,10/13/22 -,"BACKHUS, LEAHM,  MD",ASSOCIATE PROFESSOR,DEPARTMENT OF CARDIOTHORACIC SURGERY,STANFORD UNIVERSITY HOSPITAL,"STANFORD, CA, 94304",,,
IMAGING GUIDED INTERVENTIONS AND SURGERY STUDY SECTION,IGIS,06/09/22 -,"BACKHUS, LEAHM,  MD",ASSOCIATE PROFESSOR,DEPARTMENT OF CARDIOTHORACIC SURGERY,STANFORD UNIVERSITY HOSPITAL,"STANFORD, CA, 94304",,,
CHRONIC DYSFUNCTION AND INTEGRATIVE NEURODEGENERATION STUDY SECTION,CDIN,02/17/22 -,"BADEA, ALEXANDRA,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY AND,BIOMEDICAL ENGINEERING,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27710",,
CLINICAL MANAGEMENT IN GENERAL CARE SETTINGS STUDY SECTION,CMGC,10/17/22 -,"BADGER, TERRYA,  RN,  PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85721",,,
CLINICAL MANAGEMENT IN GENERAL CARE SETTINGS STUDY SECTION,CMGC,06/13/22 -,"BADGER, TERRYA,  RN,  PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85721",,,
CLINICAL MANAGEMENT IN GENERAL CARE SETTINGS STUDY SECTION,CMGC,02/07/22 -,"BADGER, TERRYA,  RN,  PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85721",,,
GENE AND DRUG DELIVERY SYSTEMS STUDY SECTION,GDD,06/13/22 -,"BADIE, BEHNAM,  MD",PROFESSOR AND CHIEF,DIVISION OF NEUROSURGERY,BECKMAN RESEARCH INSTITUTE,CITY OF HOPE NATIONAL MEDICAL CENTER,"DUARTE, CA, 91010",,
GENE AND DRUG DELIVERY SYSTEMS STUDY SECTION,GDD,02/15/22 -,"BADIE, BEHNAM,  MD",PROFESSOR AND CHIEF,DIVISION OF NEUROSURGERY,BECKMAN RESEARCH INSTITUTE,CITY OF HOPE NATIONAL MEDICAL CENTER,"DUARTE, CA, 91010",,
GENE AND DRUG DELIVERY SYSTEMS STUDY SECTION,GDD,10/25/21 -,"BADIE, BEHNAM,  MD",PROFESSOR AND CHIEF,DIVISION OF NEUROSURGERY,BECKMAN RESEARCH INSTITUTE,CITY OF HOPE NATIONAL MEDICAL CENTER,"DUARTE, CA, 91010",,
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,02/17/22 -,"BADLANI, GOPALHARIRAM,  MD*",PROFESSOR,DEPARTMENT OF UROLOGY,INSTITUTE FOR REGENERATIVE MEDICINE,WAKE FOREST UNIVERSITY HEALTH SCIENCES,"WINSTON-SALEM, NC, 27157",,
IMMUNITY AND HOST DEFENSE STUDY SECTION,IHD,06/23/22 -,"BADOVINAC, VLADIMIRP,  PHD",PROFESSOR,DEPARTMENT OF PATHOLOGY,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",,,
IMMUNITY AND HOST DEFENSE STUDY SECTION,IHD,02/17/22 -,"BADOVINAC, VLADIMIRP,  PHD",PROFESSOR,DEPARTMENT OF PATHOLOGY,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",,,
IMMUNITY AND HOST DEFENSE STUDY SECTION,IHD,10/28/21 -,"BADOVINAC, VLADIMIRP,  PHD",PROFESSOR,DEPARTMENT OF PATHOLOGY,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",,,
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,06/16/22 -,"BADRE, DAVID,  PHD",PROFESSOR,"DEPARTMENT OF COGNITIVE,  LINGUISTIC AND",PSYCHOLOGICAL SCIENCES,BROWN UNIVERSITY,"PROVIDENCE, RI, 02912",,
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,02/03/22 -,"BADRE, DAVID,  PHD",PROFESSOR,"DEPARTMENT OF COGNITIVE,  LINGUISTIC AND",PSYCHOLOGICAL SCIENCES,BROWN UNIVERSITY,"PROVIDENCE, RI, 02912",,
INSTRUMENTATION AND SYSTEMS DEVELOPMENT STUDY SECTION,ISD,10/04/22 -,"BADU-TAWIAH, ABRAHAM,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,OHIO STATE UNIVERSITY,"COLUMBUS, OH, 43210",,,
INSTRUMENTATION AND SYSTEMS DEVELOPMENT STUDY SECTION,ISD,06/16/22 -,"BADU-TAWIAH, ABRAHAM,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,OHIO STATE UNIVERSITY,"COLUMBUS, OH, 43210",,,
INSTRUMENTATION AND SYSTEMS DEVELOPMENT STUDY SECTION,ISD,02/23/22 -,"BADU-TAWIAH, ABRAHAM,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,OHIO STATE UNIVERSITY,"COLUMBUS, OH, 43210",,,
BACTERIAL PATHOGENESIS STUDY SECTION,BACP,06/06/22 -,"BAE, TAEOK,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,INDIANA UNIVERSITY SCHOOL OF MEDICINE NORTHWEST,"GARY, IN, 46408",,,
INTERCELLULAR INTERACTIONS STUDY SECTION,ICI,06/17/21 -,"BAE, YONGHO,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF PATHOLOGY,AND ANATOMICAL SCIENCES,UNIVERSITY AT BUFFALO,THE STATE UNIVERSITY OF NEW YORK,"BUFFALO, NY, 14203",
GENE AND DRUG DELIVERY SYSTEMS STUDY SECTION,GDD,10/25/21 -,"BAE, YOUHAN,  PHD*",PROFESSOR,DEPARTMENT OF PHARMACEUTICS,PHARMACEUTICAL CHEMISTRY,UNIVERSITY OF UTAH,"SALT LAKE CITY, UT, 84108",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,07/14/22 -,"BAERGA-ORTIZ, ABELJ,  PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,SCHOOL OF MEDICINE,UNIVERSITY OF PUERTO RICO,"SAN JUAN, PR, 00936",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,03/10/22 -,"BAERGA-ORTIZ, ABELJ,  PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,SCHOOL OF MEDICINE,UNIVERSITY OF PUERTO RICO,"SAN JUAN, PR, 00936",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,11/15/21 -,"BAERGA-ORTIZ, ABELJ,  PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,SCHOOL OF MEDICINE,UNIVERSITY OF PUERTO RICO,"SAN JUAN, PR, 00936",,
"ORAL, DENTAL AND CRANIOFACIAL SCIENCES STUDY SECTION",ODCS,02/24/22 -,"BAGAITKAR, JUHI,  PHD*",ASSOCIATE PROFESSOR OF PEDIATRICS,CENTER FOR MICROBIAL PATHOGENESIS,ABIGAIL WEXNER RESEARCH INSTITUTE AT,NATIONWIDE CHILDREN'S HOSPITAL,"OHIO STATE UNIVERSITY,  COLLEGE OF MEDICINE","COLUMBUS, OH, 43205",
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,06/15/22 -,"BAGNALL, MARTHAW,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,WASHINGTON UNIVERSITY IN ST. LOUIS,"ST. LOUIS, MO, 63130",,,
SENSORY-MOTOR NEUROSCIENCE STUDY SECTION,SMN,02/01/22 -,"BAGNALL, MARTHAW,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,IN ST. LOUIS,"ST. LOUIS, MO, 63110",,
CLINICAL NEUROIMMUNOLOGY AND BRAIN TUMORS STUDY SECTION,CNBT,06/09/22 -,"BAGNATO, FRANCESCAROSARIA,  MD,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF OF NEUROLOGY,PHYSICIAN,NASHVILLE VA MEDICAL CENTER,VANDERBILT UNIVERSITY MEDICAL CENTER,"NASHVILLE, TN, 37232",
SYSTEMIC INJURY BY ENVIRONMENTAL EXPOSURE,SIEE,02/10/22 -,"BAHNSON, EDWARDM,  PHD*",ASSISTANT PROFESSOR,DIVISION OF VASCULAR SURGERY,"DEPARTMENTS OF SURGERY,  CELL BIOLOGY,  AND",PHYSIOLOGY,UNIVERSITY OF NORTH CAROLINA-NORTH CHAPEL,"CHAPEL HILL, NC, 27599",
SYSTEMIC INJURY BY ENVIRONMENTAL EXPOSURE,SIEE,11/04/21 -,"BAHNSON, EDWARDM,  PHD*",ASSISTANT PROFESSOR,DIVISION OF VASCULAR SURGERY,"DEPARTMENTS OF SURGERY,  CELL BIOLOGY,  AND",PHYSIOLOGY,UNIVERSITY OF NORTH CAROLINA-NORTH CHAPEL,"CHAPEL HILL, NC, 27599",
HIV COINFECTIONS AND HIV ASSOCIATED CANCERS STUDY SECTION,HCAC,07/21/22 -,"BAHR, NATHAN,  MD*",ASSOCIATE PROFESSOR,DIVISION OF INFECTIOUS DISEASES,DEPARTMENT OF INTERNAL MEDICINE,UNIVERSITY OF KANSAS MEDICAL CENTER,"KANSAS CITY, KS, 66160",,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,02/17/22 -,"BAI, HUA,  PHD*",ASSISTANT PROFESSOR,"DEPARTMENT OF GENETICS,  DEVELOPMENT",AND CELL BIOLOGY,IOWA STATE UNIVERSITY,"AMES, IA, 50011",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,10/12/22 -,"BAI, LU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,PENN STATE UNIVERSITY,"UNIVERSITY PARK, PA, 16802",,,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,07/05/22 -,"BAI, LU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,PENN STATE UNIVERSITY,"UNIVERSITY PARK, PA, 16802",,,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,02/22/22 -,"BAI, LU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,PENN STATE UNIVERSITY,"UNIVERSITY PARK, PA, 16802",,,
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,06/13/22 -,"BAI, SUNHYE,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN DEVELOPMENT AND FAMILY STUDIES,THE PENNSYLVANIA STATE UNIVERSITY,"UNIVERSITY PARK, PA, 16802",,,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,06/30/22 -,"BAI, YIDONG,  PHD",PROFESSOR,DEPARTMENT OF CELL SYSTEMS AND ANATOMY,GRADUATE SCHOOL OF BIOMEDICAL SCIENCES,UNIVERSITY OF TEXAS HEALTH SAN ANTONIO,"SAN ANTONIO, TX, 78229",,
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,06/22/22 -,"BAILEY, JENNIFER A,  PHD",RESEARCH SCIENTIST,SCHOOL OF SOCIAL WORK,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98115",,,
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,02/08/22 -,"BAILEY, JENNIFER A,  PHD",RESEARCH SCIENTIST,SCHOOL OF SOCIAL WORK,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98115",,,
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,10/19/21 -,"BAILEY, JENNIFER A,  PHD",RESEARCH SCIENTIST,SCHOOL OF SOCIAL WORK,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98115",,,
"REPRODUCTIVE, PERINATAL AND PEDIATRIC HEALTH STUDY SECTION",RPPH,10/12/22 -,"BAILEY, JENNIFER A,  PHD",RESEARCH SCIENTIST,SCHOOL OF SOCIAL WORK,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98115",,,
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,02/03/22 -,"BAILEY, MARTHAJANE,  PHD*",PROFESSOR,PROFESSOR,DEPARTMENT OF ECONOMICS &amp; POPULATION STUDIES CNT.,UNIVERSITY OF MICHIGAN,"ANNA ARBOR, MI, 48109",,
CELLULAR AND MOLECULAR TECHNOLOGIES STUDY SECTION,CMT,10/19/22 -,"BAILEY, RYANC,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,,
CELLULAR AND MOLECULAR TECHNOLOGIES STUDY SECTION,CMT,06/22/22 -,"BAILEY, RYANC,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,,
CELLULAR AND MOLECULAR TECHNOLOGIES STUDY SECTION,CMT,02/15/22 -,"BAILEY, RYANC,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,,
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,06/14/22 -,"BAILEY, SCOTT,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",,,
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,06/23/22 -,"BAILEY, SHANNONMARIE,  PHD*",PROFESSOR,DEPARTMENT OF PATHOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,09/29/22 -,"BAILEY, STACYC,  PHD",ASSOCIATE PROFESSOR,DIVISION OF GENERAL INTERNAL MEDICINE &amp; GERIATRICS,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO, IL, 60611",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,02/17/22 -,"BAILEY, STACYC,  PHD*",ASSOCIATE PROFESSOR,DIVISION OF GENERAL INTERNAL MEDICINE &amp; GERIATRICS,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO, IL, 60611",,
MECHANISMS OF CANCER THERAPEUTICS - 1 STUDY SECTION,MCT1,10/18/21 -,"BAILEY-LUNDBERG, JENNIFER M.,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,"DIVISION OF GASTROENTEROLOGY,  ",HEPATOLOGY AND NUTRITION,UNIVERSITY OF TEXAS,"HOUSTON, TX, 77030",
SYSTEMIC INJURY BY ENVIRONMENTAL EXPOSURE,SIEE,11/04/21 -,"BAIN, LISAJ,  PHD*",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,CLEMSON UNIVERSITY,"CLEMSON, SC, 29634",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,03/29/22 -,"BAINES, CHRISTOPHERP,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,DALTON CARDIOVASCULAR RESEARCH CENTER,"UNIVERSITY OF MISSOURI,  COLUMBIA","COLUMBIA, MO, 65211",,
VIROLOGY - B STUDY SECTION,VIRB,11/03/21 -,"BAINES, JOELD.,  VMD,  PHD*",PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,BAKER INSTITUTE OF ANIMAL HEALTH,CORNELL UNIVERSITY,"ITHACA, NY, 70803",,
"BEHAVIORAL NEUROENDOCRINOLOGY, NEUROIMMUNOLOGY, RHYTHMS, AND SLEEP STUDY SECTION",BNRS,02/03/22 -,"BAINS, JAIDEEP,  PHD*",PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND PHARMACOLOGY,UNIVERSITY OF CALGARY,"CALGARY, AB, T2N 1N4",,,
SOCIAL SCIENCES AND POPULATION STUDIES B STUDY SECTION,SSPB,10/20/22 -,"BAIRD, SARAH,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF GLOBAL HEALTH,MILKEN INSTITUTE SCHOOL OF PUBLIC HEALTH,GEORGE WASHINTON UNIVERSITY,"WASHINGTON, DC, 20052",,
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,06/01/22 -,"BAIS, MANISH,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT MOLECULAR AND CELL BIOLOGY,HENRY M. GOLDMAN SCHOOL OF DENTAL MEDICINE,BOSTON UNIVERSITY,"BOSTON, MA, 02118",,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,06/02/22 -,"BAIZ, CARLOS RAUL,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,02/02/22 -,"BAIZ, CARLOS RAUL,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,02/15/22 -,"BAKER, AARON BLAIR,  PHD*",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,COCKRELL SCHOOL OF ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,
DRUG DISCOVERY AND MECHANISMS OF ANTIMICROBIAL RESISTANCE STUDY SECTION,DDR,07/14/21 -,"BAKER, BILLJ,  PHD*",PROFESSOR,DEPARTMENT OF CHEMISTRY,COLLEGE OF ARTS AND SCIENCES,UNIVERSITY OF SOUTH FLORIDA,"TAMPA, FL, 33620",,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,06/30/22 -,"BAKER, BRIANM,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,HARPER CANCER RESEARCH INSTITUTE,UNIVERSITY OF NOTRE DAME,"NOTRE DAME, IN, 46556",,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,02/17/22 -,"BAKER, BRIANM,  PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,HARPER CANCER RESEARCH INSTITUTE,UNIVERSITY OF NOTRE DAME,"NOTRE DAME, IN, 46556",,
"BIOBEHAVIORAL MECHANISMS OF EMOTION, STRESS AND HEALTH STUDY SECTION",MESH,10/13/22 -,"BAKER, FIONAC,  PHD",SENIOR PROGRAM DIRECTOR,CENTER FOR HEALTH SCIENCES,SRI INTERNATIONAL,"MENLO PARK, CA, 94025",,,
"BIOBEHAVIORAL MECHANISMS OF EMOTION, STRESS AND HEALTH STUDY SECTION",MESH,06/13/22 -,"BAKER, FIONAC,  PHD",SENIOR PROGRAM DIRECTOR,CENTER FOR HEALTH SCIENCES,SRI INTERNATIONAL,"MENLO PARK, CA, 94025",,,
"BIOBEHAVIORAL MECHANISMS OF EMOTION, STRESS AND HEALTH STUDY SECTION",MESH,02/24/22 -,"BAKER, FIONAC,  PHD",SENIOR PROGRAM DIRECTOR,CENTER FOR HEALTH SCIENCES,SRI INTERNATIONAL,"MENLO PARK, CA, 94025",,,
"ETIOLOGY, DIAGNOSTIC, INTERVENTION AND TREATMENT OF INFECTIOUS DISEASES STUDY SECTION",EDIT,10/13/22 -,"BAKER, KELLYK,  PHD*",ASSOCIATE PROFESSOR,OCCUPATIONAL AND ENVIRONMENTAL HEALTH,COLLEGE OF PUBLIC HEALTH,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",,
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,06/02/22 -,"BAKER, SHEILAA,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,CARVER COLLEGE OF MEDICINE,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",,
SYSTEMIC INJURY BY ENVIRONMENTAL EXPOSURE,SIEE,11/04/21 -,"BAKER, TRACIER,  DVM,  PHD*",ASSOCIATE PROFESSOR,INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,DEPARTMENT OF PHARMACOLOGY,SCHOOL OF MEDICINE,WAYNE STATE UNIVERSITY,"DETROIT, MI, 48202",
SYSTEMIC INJURY BY ENVIRONMENTAL EXPOSURE,SIEE,02/10/22 -,"BAKER, TRACIER,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF ENVIRONMENTAL AND GLOBAL HEALTH,COLLEGE OF PUBLIC HEALTH AND HEALTH PROFESSIONS,"GAINESVILLE, FL, 32610",,,
