Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
DEVELOPMENT - 2 STUDY SECTION,DEV2,2/6/2023,"DI TALIA, STEFANO,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27710",,,
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,2/9/2023,"AGBAGA, MARTIN-PAUL,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DEAN MCGEE EYE INSTITUTE,COLLEGE OF MEDICINE,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,2/13/2023,"EKIERT, DAMIANCHARLES,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK CITY, NY, 10016",,,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,2/15/2023,"WARD, PATRICIAJ,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,EMORY UNIVERSITY SCHOOL OF MEDICINE,"ATLANTA, GA, 30322",,,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,2/15/2023,"STUCKY, CHERYLL,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,NEUROBIOLOGY AND ANATOMY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE, WI, 53226",,
INTEGRATIVE AND CLINICAL ENDOCRINOLOGY AND REPRODUCTION STUDY SECTION,ICER,2/16/2023,"BUTTERWORTH, MICHAELB,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,UNIVERSITY OF PITTSBURGH SCHOOL OF MEDICINE,"PITTSBURGH, PA, 15261",,,
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,2/16/2023,"SAMPSON, TIMOTHYROBERT,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,EMORY UNIVERSITY SCHOOL OF MEDICINE,"ATLANTA, GA, 30322",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/16/2023,"SESAKI, HIROMI,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,2/21/2023,"CONACCI-SORRELL, MARALICE,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS, TX, 75390",,,
GENE REGULATION IN CANCER STUDY SECTION,GRIC,2/23/2023,"LAFAVE, LINDSAYMARIE,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,ALBERT EINSTEIN COLLEGE OF MEDICINE,"BRONX, NY, 10461",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,2/23/2023,"LUSK, CHARLESPATRICK,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,2/23/2023,"SHAO, SICHEN,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HARVARD MEDICAL SCHOOL,"BOSTON, MA, 02135",,,
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,2/23/2023,"LIU, SIQIONGJUNE,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND ANATOMY,LOUISIANA STATE UNIVERSITY,"NEW ORLEANS, LA, 70112",,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,2/23/2023,"GUPTON, STEPHANIE,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND PHYSIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27599",
NEURONAL COMMUNICATIONS STUDY SECTION,NC,2/23/2023,"RINGSTAD, NIELS,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,NEW YORK UNIVERSITY,"NEW YORK, NY, 10016",,
GENETICS OF HEALTH AND DISEASE STUDY SECTION,GHD,2/27/2023,"DIAO, YARUI,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DUKE UNIVERSITY,"DURHAM, NC, 27710",,,
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,2/28/2023,"JANKNECHT, RALF,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HEALTH SCIENCES CENTER,UNIVERSITY OF OKLAHOMA,"OKLAHOMA CITY, OK, 73104",,
PATHOBIOLOGY OF KIDNEY DISEASE STUDY SECTION,PBKD,3/1/2023,"TSIOKAS, LEONIDAS,  PHD*",PROFESSOR AND CHAIR,DEPARTMENT OF CELL BIOLOGY,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",,,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,3/2/2023,"CAI, QIAN,  MD,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND NEUROSCIENCE,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,3/9/2023,"FERGUSON, SHAWN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06510",,
"BEHAVIORAL NEUROENDOCRINOLOGY, NEUROIMMUNOLOGY, RHYTHMS, AND SLEEP STUDY SECTION",BNRS,6/1/2023,"ZHANG, SHIRLEY,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,EMORY UNIVERSITY,"ATLANTA, GA, 30322",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,6/1/2023,"SESAKI, HIROMI,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",,
DEVELOPMENT - 2 STUDY SECTION,DEV2,6/5/2023,"DI TALIA, STEFANO,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27710",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,6/6/2023,"LUSK, CHARLESPATRICK,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,6/6/2023,"SALAS, PEDRO,  MD,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,6/6/2023,"STANLEY, PAMELAM,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,ALBERT EINSTEIN COLLEGE OF MEDICINE,"BRONX, NY, 10461",,,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,6/12/2023,"ANDREWS, NORMAW,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,6/13/2023,"MYERS, KENNETH,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,EMORY UNIVERSITY,"ATLANTA, GA, 30322",,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,6/13/2023,"STUCKY, CHERYLL,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,NEUROBIOLOGY AND ANATOMY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE, WI, 53226",,
PATHOPHYSIOLOGY OF EYE DISEASE - 2 STUDY SECTION,PED2,6/14/2023,"FONG, GUO-HUA,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,CENTER FOR VASCULAR BIOLOGY,UNIVERSITY OF CONNECTICUT HEALTH CENTER,"FARMINGTON, CT, 06030",,
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,6/15/2023,"TRIPATHI, MANISHA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND BIOCHEMISTRY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"LUBBOCK, TX, 79430",,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,6/15/2023,"ROWAN, MATTHEWJ.M.,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,EMORY UNIVERSITY,"ATLANTA, GA, 30322",,
ATHEROSCLEROSIS AND VASCULAR INFLAMMATION STUDY SECTION,AVI,6/15/2023,"MURPHY, PATRICKANDRIES,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,CENTER FOR VASCULAR BIOLOGY,CALHOUN CARDIOLOGY CENTER,UNIVERSITY OF CONNECTICUT MEDICAL SCHOOL,"FARMINGTON, CT, 06030",
NEURONAL COMMUNICATIONS STUDY SECTION,NC,6/15/2023,"GUPTON, STEPHANIE,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND PHYSIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27599",
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,6/21/2023,"JANKNECHT, RALF,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HEALTH SCIENCES CENTER,UNIVERSITY OF OKLAHOMA,"OKLAHOMA CITY, OK, 73104",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,6/22/2023,"GRAINGER, STEPHANIELAURA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,VAN ANDEL INSTITUTE,"GRAND RAPIDS, MI, 49503",,,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,6/22/2023,"FERGUSON, SHAWN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06510",,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,6/28/2023,"CAI, QIAN,  MD,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND NEUROSCIENCE,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
ATHEROSCLEROSIS AND VASCULAR INFLAMMATION STUDY SECTION,AVI,10/6/2022,"MURPHY, PATRICKANDRIES,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,CENTER FOR VASCULAR BIOLOGY,CALHOUN CARDIOLOGY CENTER,UNIVERSITY OF CONNECTICUT MEDICAL SCHOOL,"FARMINGTON, CT, 06030",
DEVELOPMENT - 2 STUDY SECTION,DEV2,10/11/2022,"DI TALIA, STEFANO,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27710",,,
NEUROGENESIS AND CELL FATE STUDY SECTION,NCF,10/12/2022,"DWYER, NOELLED,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,UNIVERSITY OF VIRGINIA,"CHARLOTTESVILLE, VA, 22902",,,
PATHOPHYSIOLOGY OF EYE DISEASE - 2 STUDY SECTION,PED2,10/13/2022,"WEISS, ELLENRUTH,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND PHYSIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL, NC, 27599",
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/2022,"AGBAGA, MARTIN-PAUL,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DEAN MCGEE EYE INSTITUTE,COLLEGE OF MEDICINE,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,10/18/2022,"STUCKY, CHERYLL,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,NEUROBIOLOGY AND ANATOMY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE, WI, 53226",,
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,10/19/2022,"BHABHA, GIRA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SKIRBALL INSTITUTE OF BIOMOLECULAR MEDICINE,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,
AUDITORY SYSTEM STUDY SECTION,AUD,10/20/2022,"KWAN, KELVINYUI-HANG,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND NEUROSCIENCE,SCHOOL OF ARTS AND SCIENCES,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,10/20/2022,"HIRSCHI, KARENKEMPER,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,BERNE CARDIOVASCULAR RESEARCH CENTER,UNIVERSITY OF VIRGINIA SCHOOL OF MEDICINE,"CHARLOTTESVILLE, VA, 22908",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,10/25/2022,"ANDREWS, NORMAW,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD C STUDY SECTION,MRAC,10/25/2022,"BAGNAT, MICHEL,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,DUKE UNIVERSITY,"DURHAM, NC, 27710",,,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,10/27/2022,"FERGUSON, SHAWN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06510",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/27/2022,"LUSK, CHARLESPATRICK,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/27/2022,"FINLEY, DANIELJ,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HARVARD MEDICAL SCHOOL,"BOSTON, MA, 02115",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/27/2022,"SALAS, PEDRO,  MD,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,10/27/2022,"GUPTON, STEPHANIE,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,AND PHYSIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27599",
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,10/27/2022,"JANKNECHT, RALF,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HEALTH SCIENCES CENTER,UNIVERSITY OF OKLAHOMA,"OKLAHOMA CITY, OK, 73104",,
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,2/15/2023,"TRUE-KROB, HEATHERL,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY ,AND PHYSIOLOGY,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,"SAINT LOUIS, MO, 63110",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,6/20/2023,"PALLE, KOMARAIAH,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY &amp; BIOCHEMISTRY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"LUBBOCK, TX, 79430",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,11/7/2022,"SAYED, DANISH,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY &amp; MOLECULAR,MEDICINE AND MOLECULAR MEDICINE,"RUTGERS,  STATE UNIVERSITY OF",NEW JERSEY,"NEW BRUNSWICK, NJ, 08901",
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,2/22/2023,"SAYED, DANISH,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY &amp; MOLECULAR MEDICINE,AND MOLECULAR MEDICINE,"RUTGERS,  STATE UNIVERSITY OF",NEW JERSEY,"NEW BRUNSWICK, NJ, 08901",
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,6/21/2023,"SAYED, DANISH,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY &amp; MOLECULAR MEDICINE,AND MOLECULAR MEDICINE,"RUTGERS,  STATE UNIVERSITY OF",NEW JERSEY,"NEW BRUNSWICK, NJ, 08901",
"LUNG CELLULAR, MOLECULAR, AND IMMUNOBIOLOGY STUDY SECTION",LCMI,2/1/2023,"BRIKEN, VOLKER,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND,MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
MOLECULAR GENETICS STUDY SECTION,MG,2/9/2023,"JOSE, ANTONYMERLIN,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND,MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
MOLECULAR AND CELLULAR BIOLOGY OF VIRUS INFECTION STUDY SECTION,MCV,3/2/2023,"SCULL, MARGARETA,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND,MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,6/5/2023,"WINKLER, WADE,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND,MOLECULAR GENETICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK, MD, 20742",,
SENSORY-MOTOR NEUROSCIENCE STUDY SECTION,SMN,6/8/2023,"MARGOLIS, DAVIDJ,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND,NEUROSCIENCE,RUTGERS UNIVERSITY,"PRINCETON JUNCTION, NJ, 08550",,
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,6/20/2023,"WENCESLAU, CAMILLAFERREIRA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND ANATOMY,CARDIOVASCULAR TRANSLATIONAL RESEARCH CENTER,UNIVERSITY OF SOUTH CAROLINA SCHOOL OF MEDICINE,"COLUMBIA, SC, 29209",,
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,10/19/2022,"WENCESLAU, CAMILLAFERREIRA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND ANATOMY,CARDIOVASCULAR TRANSLATIONAL RESEARCH CENTER,UNIVERSITY OF SOUTH CAROLINA SCHOOL OF MEDICINE,"COLUMBIA, SC, 29209",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,10/20/2022,"MCCARTHY, CAMERON,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND ANATOMY,CARDIOVASCULAR TRANSLATIONAL RESEARCH CENTER,SCHOOL OF MEDICINE COLUMBIA,UNIVERSITY OF SOUTH CAROLINA,"COLUMBIA, SC, 29208",
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,6/13/2023,"LISI, GEORGE,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND BIOCHEMISTRY,BROWN UNIVERSITY,"PROVIDENCE, RI, 02912",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION,DNPD,6/15/2023,"BHUTIA, YANGZOMDOMA,  MVSC,  DVM,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND BIOCHEMISTRY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"LUBBOCK, TX, 79430",,,
DEVELOPMENT - 1 STUDY SECTION,DEV1,10/20/2022,"MCGRAW, HILLARYFAYE,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND BIOPHYSICS,UNIVERSITY OF MISSOURI-KANSAS CITY,"KANSAS CITY, MO, 64110",,,
GENE REGULATION IN CANCER STUDY SECTION,GRIC,6/22/2023,"SINGH, IRTISHA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND GENETICS,COLLEGE OF MEDICINE,TEXAS A&amp;M UNIVERSITY,"BRYAN, TX, 77807",,
"LUNG INJURY, REPAIR, AND REMODELING STUDY SECTION",LIRR,2/16/2023,"TATA, PURUSHOTHAMA RAO,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND MEDICINE,"CO-DIRECTOR,  DUKE REGENERATION CENTER",DUKE UNIVERSITY,"DURHAM, NC, 27710",,
"SURGERY, ANESTHESIOLOGY AND TRAUMA STUDY SECTION",SAT,2/8/2023,"MARTINS-GREEN, MANUELAM,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,UNIVERSITY OF CALIFORNIA AT RIVERSIDE,"RIVERSIDE, CA, 92521",,,
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,2/14/2023,"RICCOMAGNO, MARTINMIGUEL,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,"UNIVERSITY OF CALIFORNIA,  RIVERSIDE","RIVERSIDE, CA, 92521",,,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,2/15/2023,"ABRAIRA, VICTORIAEUGENIA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,2/23/2023,"FIRESTEIN, BONNIEL,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,NELSON BIOLOGICAL LABORATORIES,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,6/13/2023,"RICCOMAGNO, MARTINMIGUEL,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,"UNIVERSITY OF CALIFORNIA,  RIVERSIDE","RIVERSIDE, CA, 92521",,,
"SURGERY, ANESTHESIOLOGY AND TRAUMA STUDY SECTION",SAT,6/14/2023,"MARTINS-GREEN, MANUELAM,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,UNIVERSITY OF CALIFORNIA AT RIVERSIDE,"RIVERSIDE, CA, 92521",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,6/22/2023,"FIRESTEIN, BONNIEL,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,NELSON BIOLOGICAL LABORATORIES,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
"SURGERY, ANESTHESIOLOGY AND TRAUMA STUDY SECTION",SAT,10/6/2022,"MARTINS-GREEN, MANUELAM,  PHD",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,UNIVERSITY OF CALIFORNIA AT RIVERSIDE,"RIVERSIDE, CA, 92521",,,
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,10/19/2022,"RICCOMAGNO, MARTINMIGUEL,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,"UNIVERSITY OF CALIFORNIA,  RIVERSIDE","RIVERSIDE, CA, 92521",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/20/2022,"FIRESTEIN, BONNIEL,  PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,NELSON BIOLOGICAL LABORATORIES,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
SENSORY-MOTOR NEUROSCIENCE STUDY SECTION,SMN,2/2/2023,"HANTMAN, ADAMW,  PHD",ASSOCIATE PROFESSOR AND EDWARD R. PERL INVESTIGATOR,DEPARTMENT OF CELL BIOLOGY AND PHYSIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27588",,
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,2/9/2023,"YORGASON, JORDANTHOMAS,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND PHYSIOLOGY,BRIGHAM YOUNG UNIVERSITY,"PROVO, UT, 84602",,,
MOLECULAR GENETICS STUDY SECTION,MG,2/9/2023,"DJURANOVIC, SERGEJ,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND PHYSIOLOGY,SCHOOL OF MEDICINE,WASHINGTON UNIVERSITY,"ST. LOUIS, MO, 63110",,
