Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,06/13/24,"FRY, CHRISTOPHER, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ATHLETIC TRAINING,AND CLINICAL NUTRITION,CENTER FOR MUSCLE BIOLOGY,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,02/08/24,"FRY, CHRISTOPHER, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ATHLETIC TRAINING,AND CLINICAL NUTRITION,CENTER FOR MUSCLE BIOLOGY,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,10/19/23,"FRY, CHRISTOPHER, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ATHLETIC TRAINING,AND CLINICAL NUTRITION,CENTER FOR MUSCLE BIOLOGY,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",
NUTRITION AND METABOLISM IN HEALTH AND DISEASE STUDY SECTION,NMHD,02/22/24,"FRY, JEAN  LORRAINE, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF ATHLETIC TRAINING AND CLINICAL NUTRI,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,,
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,09/27/23,"FRYE, MARK  A, MD",PROFESSOR AND CHAIR,DEPARTMENT OF PSYCHIATRY AND PSYCHOLOGY,"MAYO CLINIC COLLEGE OF MEDICINE, ROCHESTER","ROCHESTER,       MN,       55905",,,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,06/05/24,"FRYE, RICHARD  E, MD, PHD",DIRECTOR OF RESEARCH,ROSSIGNOL MEDICAL CENTER,PRINCIPAL INVESTIGATOR,SOUTHWESTERN AUTISM RESEARCH AND RESOURCE CENTER,"PHOENIX,       AZ,       85050",,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,02/26/24,"FRYE, RICHARD  E, MD, PHD",DIRECTOR OF RESEARCH,ROSSIGNOL MEDICAL CENTER,PRINCIPAL INVESTIGATOR,SOUTHWESTERN AUTISM RESEARCH AND RESOURCE CENTER,"PHOENIX,       AZ,       85050",,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,09/27/23,"FRYE, RICHARD  E, MD, PHD",DIRECTOR OF RESEARCH,ROSSIGNOL MEDICAL CENTER,PRINCIPAL INVESTIGATOR,SOUTHWESTERN AUTISM RESEARCH AND RESOURCE CENTER,"PHOENIX,       AZ,       85050",,
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL A STUDY SECTION,ASPA,03/07/24,"FU, AUDREY  QIUYAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MATHEMATICS AND STATISTICAL SCIENCE,UNIVERSITY OF IDAHO,"MOSCOW,       ID,       83844",,,
INNATE IMMUNITY AND INFLAMMATION STUDY SECTION,III,02/29/24,"FU, JIAN, PHD",PROFESSOR,DEPARTMENT OF TOXICOLOGY AND CANCER BIOLOGY,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,
INNATE IMMUNITY AND INFLAMMATION STUDY SECTION,III,10/19/23,"FU, JIAN, PHD",PROFESSOR,DEPARTMENT OF TOXICOLOGY AND CANCER BIOLOGY,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,06/13/24,"FU, MINGUI, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BASIC MEDICAL SCIENCE,SCHOOL OF MEDICINE,UNIVERSITY OF MISSOURI-KANSAS CITY,"KANSAS CITY,       MO,       64108",,
CLINICAL INTEGRATIVE CARDIOVASCULAR AND HEMATOLOGICAL SCIENCES STUDY SECTION,CCHS,02/15/24,"FU, QI, MD, PHD",PROFESSOR,DIVISION OF CARDIOLOGY,DEPARTMENT OF INTERNAL MEDICINE,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       75390",,
CLINICAL INTEGRATIVE CARDIOVASCULAR AND HEMATOLOGICAL SCIENCES STUDY SECTION,CCHS,10/19/23,"FU, QI, MD, PHD",PROFESSOR,DIVISION OF CARDIOLOGY,DEPARTMENT OF INTERNAL MEDICINE,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       75390",,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,06/13/24,"FU, QIUSHI, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF ENGINEERING,UNIVERSITY OF CENTRAL FLORIDA,"ORLANDO,       FL,       32816",,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,06/04/24,"FU, TIANMIN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOLOGICAL CHEMISTRY,AND PHARMACOLOGY,THE OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,10/26/23,"FU, TING, PHD",ASSISTANT PROFESSOR,SCHOOL OF PHARMACY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53705",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,02/15/24,"FU, TING, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACY,SCHOOL OF MEDICINE AND PUBLIC HEALTH,UNIVERSITY OF WISCONSIN-MADISON,"MADISON,       WI,       53705",,
INSTRUMENTATION AND SYSTEMS DEVELOPMENT STUDY SECTION,ISD,03/07/24,"FU, XIAO-AN, PHD, MS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF LOUISVILLE,"LOUISVILLE,       KY,       40241",,,
PATHOPHYSIOLOGY OF EYE DISEASE - 1 STUDY SECTION,PED1,06/10/24,"FU, YINGBIN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",,,
INNOVATIONS IN NANOSYSTEMS AND NANOTECHNOLOGY STUDY SECTION ,INN,06/06/24,"FU, YINGLI",SCIENTIFIC REVIEW OFFICER,THE CENTER FOR SCIENTIFIC REVIEW,THE NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
AUDITORY SYSTEM STUDY SECTION,AUD,02/12/24,"FUCHS, PAUL  A, PHD",DAVID M. RUBENSTEIN PROFESSOR AND ASSOCIATE VICE-CHAIR,DEPARTMENT OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21205",,,
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,05/29/24,"FUDGE, JULIE  L, MD",PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND PSYCHIATRY,SCHOOL OF MEDICINE AND DENTISTRY,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"ROCHESTER,       NY,       14642",,
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,02/07/24,"FUDGE, JULIE  L, MD",PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND PSYCHIATRY,SCHOOL OF MEDICINE AND DENTISTRY,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"ROCHESTER,       NY,       14642",,
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,09/27/23,"FUDGE, JULIE  L, MD",PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND PSYCHIATRY,SCHOOL OF MEDICINE AND DENTISTRY,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"ROCHESTER,       NY,       14642",,
CLINICAL INTEGRATIVE CARDIOVASCULAR AND HEMATOLOGICAL SCIENCES STUDY SECTION,CCHS,02/15/24,"FUDIM, MARAT, MD",ASSOCIATE PROFESSOR,"CARDIOLOGY, ADVANCED HEART FAILURE, TRANSPLANT",DUKE CLINICAL RESEARCH INSTITUTE,DUKE UNIVERSITY,"DURHAM,       NC,       27713",,
MOLECULAR CANCER DIAGNOSIS AND CLASSIFICATION STUDY SECTION,MCDC,06/20/24,"FUH, KATHERINE, MD, PHD","ASSOCIATE PROFESSOR, DIRECTOR OF BASIC AND TRANSLATIONAL RESEARCH",DIVISION OF GYNECOLOGIC ONCOLOGY,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94116",,
MOLECULAR CANCER DIAGNOSIS AND CLASSIFICATION STUDY SECTION,MCDC,10/19/23,"FUH, KATHERINE, MD, PHD","ASSOCIATE PROFESSOR, DIRECTOR OF BASIC AND TRANSLATIONAL RESEARCH",DIVISION OF GYNECOLOGIC ONCOLOGY,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94116",,
PATHOPHYSIOLOGY OF OBESITY AND METABOLIC DISEASE STUDY SECTION,POMD,06/25/24,"FUJIKAWA, TEPPEI, PHD",ASSISTANT PROFESSOR,CENTER FOR HYPOTHALAMIC RESEARCH,DEPARTMENT OF INTERNAL MEDICINE,PETER O'DONNELL JR. BRAIN INSTITUTE,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       75390",
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,06/13/24,"FUJISAKI, JOJI, MD, PHD",ASSOCIATE PROFESSOR,BETH ISRAEL DEACONESS MEDICAL CENTER,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02215",,,
"HEMOSTASIS, THROMBOSIS, BLOOD CELLS AND TRANSFUSION STUDY SECTION",HTBT,10/19/23,"FUJISAKI, JOJI, PHD",ASSOCIATE PROFESSOR,BETH ISRAEL DEACONESS MEDICAL CENTER,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02215",,,
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,06/20/24,"FUJISE, KEN, MD",PROFESSOR,DIVISION OF CARDIOLOGY,DEPARTMENT OF MEDICINE,HEART INSTITUTE AT HARBORVIEW MEDICAL CENTER,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98109",
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,02/26/24,"FUJISE, KEN, MD",PROFESSOR,DIVISION OF CARDIOLOGY,DEPARTMENT OF MEDICINE,HEART INSTITUTE AT HARBORVIEW MEDICAL CENTER,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98109",
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,06/26/24,"FUJITA, MAYUMI, MD, PHD",PROFESSOR,DEPARTMENTS OF DERMATOLOGY AND,IMMUNOLOGY AND MICROBIOLOGY,SCHOOL OF MEDICINE,"UNIVERSITY OF COLORADO, DENVER","AURORA,       CO,       80111",
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,10/24/23,"FUJITA, MAYUMI, MD, PHD",PROFESSOR,DEPARTMENTS OF DERMATOLOGY AND,IMMUNOLOGY AND MICROBIOLOGY,SCHOOL OF MEDICINE,"UNIVERSITY OF COLORADO, DENVER","AURORA,       CO,       80111",
TUMOR HOST INTERACTIONS STUDY SECTION,THI,02/22/24,"FUKUMURA, DAI, MD, PHD",ASSOCIATE PROFESSOR OF RADIATION ONCOLOGY,DEPARMENT OF RADIATION ONCOLOGY,EDWIN L. STEELE LABORATORIES,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,10/19/23,"FULFORD, DANIEL  C, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF OCCUPATIONAL THERAPY,COLLEGE OF HEALTH AND REHABILITATION SCIENCES,BOSTON UNIVERSITY,"BOSTON,       MA,       02215",,
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,06/20/24,"FULLER, DAVID  D, PHD",PROFESSOR,DEPARTMENT OF PHYSICAL THERAPY,COLLEGE OF PUBLIC HEALTH AND HEALTH PROFESSIONS,UNIVERSITY OF FLORIDA,"GAINESVILLE,       FL,       32610",,
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,02/22/24,"FULLER, DAVID  D, PHD",PROFESSOR,DEPARTMENT OF PHYSICAL THERAPY,COLLEGE OF PUBLIC HEALTH AND HEALTH PROFESSIONS,UNIVERSITY OF FLORIDA,"GAINESVILLE,       FL,       32610",,
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,10/26/23,"FULLER, DAVID  D, PHD",PROFESSOR,DEPARTMENT OF PHYSICAL THERAPY,COLLEGE OF PUBLIC HEALTH AND HEALTH PROFESSIONS,UNIVERSITY OF FLORIDA,"GAINESVILLE,       FL,       32610",,
SKELETAL MUSCLE AND EXERCISE PHYSIOLOGY STUDY SECTION,SMEP,02/27/24,"FUNAI, KATSUHIKO, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NUTRITION AND INTEGRATIVE PHYSIOLOGY,DIABETES AND METABOLISM RESEARCH CENTER,UNIVERSITY OF UTAH,"SALT LAKE CITY,       UT,       84112",,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,06/20/24,"FUNG, VICKI, PHD",ASSOCIATE PROFESSOR,MONGAN INSTITUTE,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,02/28/24,"FUNG, VICKI, PHD",ASSOCIATE PROFESSOR,MONGAN INSTITUTE,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,10/18/23,"FUNG, VICKI, PHD",ASSOCIATE PROFESSOR,MONGAN INSTITUTE,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,06/17/24,"FURDUI, CRISTINA  MARIA, PHD",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,WAKE FOREST SCHOOL OF MEDICINE,"WINSTON-SALEM,       NC,       27157",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,02/26/24,"FURDUI, CRISTINA  MARIA, PHD",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,WAKE FOREST SCHOOL OF MEDICINE,"WINSTON-SALEM,       NC,       27157",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,10/23/23,"FURDUI, CRISTINA  MARIA, PHD",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,WAKE FOREST SCHOOL OF MEDICINE,"WINSTON-SALEM,       NC,       27157",,,
IMAGING TECHNOLOGY DEVELOPMENT STUDY SECTION,ITD,06/20/24,"FURENLID, LARS  R, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,CENTER FOR GAMMA-RAY IMAGING,UNIVERSITY OF ARIZONA,"TUCSON,       AZ,       85724",,
IMAGING TECHNOLOGY DEVELOPMENT STUDY SECTION,ITD,02/22/24,"FURENLID, LARS  R, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,CENTER FOR GAMMA-RAY IMAGING,UNIVERSITY OF ARIZONA,"TUCSON,       AZ,       85724",,
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,02/13/24,"FUREY, TERRENCE  S, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF GENETICS AND BIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
GENETICS OF HEALTH AND DISEASE STUDY SECTION,GHD,06/24/24,"FUREY, TERRENCE  S, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF GENETICS AND BIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,03/07/24,"FURST, ARIEL  LESA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,SCHOOL OF ENGINEERING,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,02/22/24,"FURUKAWA, HIROYASU, PHD",PROFESSOR,COLD SPRING HARBOR LABORATORY,"COLD SPRING HARBOR,       NY,       11724",,,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,10/12/23,"FURUKAWA, HIROYASU, PHD",PROFESSOR,COLD SPRING HARBOR LABORATORY,"COLD SPRING HARBOR,       NY,       11724",,,,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,06/13/24,"FUTAI, KENSUKE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROBIOLOGY,BRUDNICK NEUROPSYCHIATRIC RESEARCH INSTITUTE,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,"WORCESTER,       MA,       01605",,
CANCER GENETICS STUDY SECTION,CG,02/20/24,"FUXMAN BASS, JUAN  IGNACIO, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,"ASSOCIATE DIRECTOR, MOLECULAR BIOLOGY,",CELL BIOLOGY & BIOCHEMISTRY PROGRAM,BOSTON UNIVERSITY,"BOSTON,       MA,       02215",
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,10/18/23,"GABA, AYORKOR, PSYD",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY,UMASS CHAN MEDICAL SCHOOL,"WORCESTER,       MA,       01605",,,
CANCER PREVENTION STUDY SECTION,CPSS,06/27/24,"GABEL, KELSEY  NICOLE DIPMAN, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF KINESIOLOGY AND NUTRITION,COLLEGE OF APPLIED HEALTH SCIENCES,"UNIVERSITY OF ILLINOIS, CHICAGO","CHICAGO,       IL,       60612",,
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,06/11/24,"GABELLI, SANDRA  B, PHD",EXECUTIVE DIRECTOR,COMPUTATIONAL AND STRUCTURAL CHEMISTRY,DISCOVERY CHEMISTRY,MERCK,"WEST POINT,       PA,       19486",,
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,10/24/23,"GABELLI, SANDRA  B, PHD",EXECUTIVE DIRECTOR,COMPUTATIONAL AND STRUCTURAL CHEMISTRY,DISCOVERY CHEMISTRY,MERCK,"WEST POINT,       PA,       19486",,
CHEMICAL BIOLOGY AND PROBES STUDY SECTION,CBP,02/15/24,"GABR, MOUSTAFA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF RADIOLOGY,WEILL CORNELL MEDICINE,"NEW YORK,       NY,       10065",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,06/26/24,"GABRIELSON, KATHLEEN  L, DVM, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,02/21/24,"GABRIELSON, KATHLEEN  L, DVM, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,10/18/23,"GABRIELSON, KATHLEEN  L, DVM, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,06/13/24,"GACH, H  MICHAEL, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIATION ONCOLONGY,AND RADIOLOGY,WASHINGTON UNIVERSITY IN ST. LOUIS,"SAINT LOUIS,       MO,       63110",,
VIRAL PATHOGENESIS AND IMMUNITY STUDY SECTION ,VPI,06/17/24,"GACK, MICHAELA  ULRIKE, PHD",PROFESSOR,FLORIDA RESEARCH AND INNOVATION CENTER,CLEVELAND CLINIC LERNER COLLEGE OF MEDICINE,"PORT ST. LUCIE,       FL,       34987",,,
VIRAL PATHOGENESIS AND IMMUNITY STUDY SECTION ,VPI,03/04/24,"GACK, MICHAELA  ULRIKE, PHD",PROFESSOR,FLORIDA RESEARCH AND INNOVATION CENTER,CLEVELAND CLINIC LERNER COLLEGE OF MEDICINE,"PORT ST. LUCIE,       FL,       34987",,,
VIRAL PATHOGENESIS AND IMMUNITY STUDY SECTION ,VPI,10/05/23,"GACK, MICHAELA  ULRIKE, PHD",PROFESSOR,FLORIDA RESEARCH AND INNOVATION CENTER,CLEVELAND CLINIC LERNER COLLEGE OF MEDICINE,"PORT ST. LUCIE,       FL,       34987",,,
NEUROBIOLOGY OF MOTIVATED BEHAVIOR STUDY SECTION,NMB,11/02/23,"GADAGKAR, VIKRAM, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND ZUCKERMAN INSTITUTE,COLUMBIA UNIVERSITY,"NEW YORK,       NY,       10027",,,
BASIC MECHANISMS OF CANCER HEALTH DISPARITIES STUDY SECTION,BMCD,06/25/24,"GADDAMEEDHI, SHOBHAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27695",,,
BASIC MECHANISMS OF CANCER HEALTH DISPARITIES STUDY SECTION,BMCD,02/21/24,"GADDAMEEDHI, SHOBHAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27695",,,
BASIC MECHANISMS OF CANCER HEALTH DISPARITIES STUDY SECTION,BMCD,10/10/23,"GADDAMEEDHI, SHOBHAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27695",,,
CANCER ETIOLOGY STUDY SECTION,CE,03/01/23,"GADDAMEEDHI, SHOBHAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,AND TOXICOLOGY PROGRAM,CENTER FOR HUMAN HEALTH AND THE ENVIRONMENT,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27695",
CANCER ETIOLOGY STUDY SECTION,CE,10/20/22,"GADDAMEEDHI, SHOBHAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,AND TOXICOLOGY PROGRAM,CENTER FOR HUMAN HEALTH AND THE ENVIRONMENT,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27695",
BACTERIAL-HOST INTERACTIONS STUDY SECTION ,BHI,03/06/24,"GADDY, JENNIFER  A, PHD",ASSOCIATE PROFESSOR,DIVISION OF INFECTIOUS DISEASES,DEPARTMENT OF MEDICINE,VANDERBILT UNIVERSITY MEDICAL CENTER,"NASHVILLE,       TN,       37232",,
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,06/06/24,"GAETZ, WILLIAM  CHARLES, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,CHILDREN?S HOSPITAL OF PHILADELPHIA,"PHILADELPHIA,       PA,       19104",,,
TRANSMISSION OF VECTOR-BORNE AND ZOONOTIC DISEASES STUDY SECTION ,TVZ,06/24/24,"GAFF, HOLLY, PHD",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,COLLEGE OF SCIENCES,OLD DOMINION UNIVERSITY,"NORFOLK,       VA,       23529",,
TRANSMISSION OF VECTOR-BORNE AND ZOONOTIC DISEASES STUDY SECTION ,TVZ,02/20/24,"GAFF, HOLLY, PHD",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,COLLEGE OF SCIENCES,OLD DOMINION UNIVERSITY,"NORFOLK,       VA,       23529",,
TRANSMISSION OF VECTOR-BORNE AND ZOONOTIC DISEASES STUDY SECTION ,TVZ,10/12/23,"GAFF, HOLLY, PHD",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,COLLEGE OF SCIENCES,OLD DOMINION UNIVERSITY,"NORFOLK,       VA,       23529",,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,06/13/24,"GAFFNEY, BRECCA, PHD",ASSISTANT PROFESSOR,MECHANICAL ENGINEERING,CENTER FOR BIOENGINEERING,UNIVERSITY OF COLORADO DENVER,"DENVER,       CO,       80204",,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,10/19/23,"GAFFNEY, BRECCA, PHD",ASSISTANT PROFESSOR,MECHANICAL ENGINEERING,CENTER FOR BIOENGINEERING,UNIVERSITY OF COLORADO DENVER,"DENVER,       CO,       80204",,
VIRAL DYNAMICS AND TRANSMISSION STUDY SECTION ,VDT,06/20/24,"GAGLIA, MARTA  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICAL MICROBIOLOGY,AND IMMUNOLOGY,INSTITUTE FOR MOLECULAR VIROLOGY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",
VIRAL DYNAMICS AND TRANSMISSION STUDY SECTION ,VDT,02/22/24,"GAGLIA, MARTA  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICAL MICROBIOLOGY,AND IMMUNOLOGY,INSTITUTE FOR MOLECULAR VIROLOGY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",
VIRAL DYNAMICS AND TRANSMISSION STUDY SECTION ,VDT,10/26/23,"GAGLIA, MARTA  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICAL MICROBIOLOGY,AND IMMUNOLOGY,INSTITUTE FOR MOLECULAR VIROLOGY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",
