Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"FINGAR, DIANE C, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,"ANN ARBOR, MI, 48109",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"GARDNER, RICHARD G, PHD",PROFESSOR,DEPARTMENT OF PHARMACOLOGY,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98195",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"KELLIHER, MICHELLE ALICE, PHD*",PROFESSOR,"DEPARTMENT OF MOLECULAR, CELL",AND CANCER BIOLOGY,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,"WORCESTER, MA, 01605",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"KIM, DO-HYUNG, PHD",PROFESSOR,"DEPARTMENT OF BIOCHEMISTRY, MOLECULAR BIOLOGY ",AND BIOPHYSICS,UNIVERSITY OF MINNESOTA,"MINNEAPOLIS , MN, 55455",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"KONDRATOV, ROMAN V, PHD",PROFESSOR,"DEPARTMENT OF BIOLOGICAL, GEOLOGICAL, ",AND ENVIRONMENTAL SCIENCES,CLEVELAND STATE UNIVERSITY,"CLEVELAND, OH, 44115",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"KUMSTA, CAROLINE, PHD*",RESEARCH ASSISTANT PROFESSOR,"PROGRAM OF DEVELOPMENT, AGING AND REGENERATION",SANFORD BURNHAM PREBYS,MEDICAL DISCOVERY INSTITUTE,"LA JOLLA, CA, 92037",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"LAMIA, KATJA A, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR MEDICINE,THE SCRIPPS RESEARCH INSTITUTE,"LA JOLLA, CA, 92037",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"LUO, XU, PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,EPPLY INSTITUTE FOR RESEARCH,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA, NE, 68154",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"PARK, HAN-A, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN NUTRITION,THE UNIVERSITY OF ALABAMA,"TUSCALOOSA, AL, 35487",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"SAKWE, AMOS, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND CANCER BIOLOGY,SCHOOL OF GRADUATE STUDIES AND RESEARCH,MEHARRY MEDICAL COLLEGE,"NASHVILLE, TN, 37208",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"SHAN, LIBO, PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,AND BIOPHYSICS,TEXAS A&amp;M UNIVERSITY,"COLLEGE STATION, TX, 77843",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"SHIRASU-HIZA, MICHELE M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF GENETICS AND DEVELOPMENT,COLUMBIA UNIVERSITY MEDICAL CENTER,"NEW YORK, NY, 10032",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"SKOTHEIM, JAN M, PHD",PROFESSOR,DEPARTMENT OF BIOLOGY,STANFORD UNIVERSITY,"STANFORD, CA, 94305",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"SU, TIN TIN, PHD",PROFESSOR,"DEPARTMENT OF MOLECULAR, CELLULAR",AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF COLORADO,"BOULDER, CO, 80309",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"VERAKSA, ALEXEY, PHD",PROFESSOR,DEPARTMENT OF BIOLOGY,UNIVERSITY OF MASSACHUSETTS BOSTON,"BOSTON, MA, 02125",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"BALASUNDARAM, DAVID, PHD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,05/24/21 - 05/25/21,"BETAB, HASIBA JOANNA",ADMINISTRATIVE ASSISTANT (CONTRACTOR),CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTE OF HEALTH ,"BETHESDA, MD, 20892",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"GOLD, GARRY E, MD",PROFESSOR AND INTERIM CHAIR,DEPARTMENTS OF RADIOLOGY AND BIOENGINEERING,AND ORTHOPEDICS,SCHOOL OF MEDICINE,STANFORD UNIVERSITY,"STANFORD, CA, 94305",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"ABERLE, DENISE R, MD",PROFESSOR,DEPARTMENT OF RADIOLOGICAL SCIENCES,HENRY SAMUELI SCHOOL OF ENGINEERING,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES, CA, 90095",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"AL-NAAMANI, NADINE, MD*",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA, PA, 19104",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"BALCHANDANI, PRITI, PHD",PROFESSOR,DEPARTMENTS OF RADIOLOGY AND NEUROSCIENCE,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"BJORNSTAD, PETTER M, MD*",ASSISTANT PROFESSOR,DEPARTMENTS OF MEDICINE AND PEDIATRICS,UNIVERSITY OF COLORADO SCHOOL OF MEDICINE,"AURORA, CO, 80238",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"BORTNICK, ANNA E, MD, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,MONTEFIORE,"BRONX, NY, 10461",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"BRANCA, ROSA TAMARA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS AND ASTRONOMY,BIOMEDICAL RESEARCH IMAGING CENTER,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27599",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"EISENBREY, JOHN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,THOMAS JEFFERSON UNIVERSITY,"PHILADELPHIA, PA, 19107",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"FELTOVICH, HELEN, MD",STAFF PHYSICIAN,DIVISION OF MATERNAL-FETAL MEDICINE,INTERMOUNTAIN HEALTHCARE,"PROVO, UT, 84604",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"GERSTNER, ELIZABETH, MD*",ASSOCIATE  PROFESSOR,DEPARTMENT OF NEUROLOGY,MASSACHUSETTS GENERAL HOSPITAL,"BOSTON, MA, 02114",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"GURCAN, METIN NAFI, PHD",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST,"WINSTON SALEM, NC, 27157",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"HSIAO, ALBERT, MD, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF CALIFORNIA SAN DIEGO,"LA JOLLA, CA, 92037",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"JOHNSON, CASEY PETER, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF VETERINARY CLINICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,UNIVERSITY OF MINNESOTA,"SAINT PAUL, MN, 55108",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"LIN, AI-LING, PHD",PROFESSOR AND VICE CHAIR FOR RESEARCH,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65212",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"MUKHERJEE, MONICA, MD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21224",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"NOO, FREDERIC, PHD*",PROFESSOR,DEPARTMENT OF RADIOLOGY AND IMAGING SCIENCES,UTAH CENTER FOR ADVANCED IMAGING RESEARCH,UNIVERSITY OF UTAH,"SALT LAKE CITY, UT, 84108",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"ODISIO, BRUNO C, MD",ASSOCIATE PROFESSOR,DIVISION OF DIAGNOSTIC IMAGING,DEPARTMENT OF INTERVENTIONAL RADIOLOGY,UNIVERSITY OF TEXAS,MD ANDERSON CANCER CENTER,"HOUSTON, TX, 77025",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"PETERS, DANA C, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY AND BIOMEDICAL IMAGING,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06519",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"PONOMAREV, VLADIMIR, MD, PHD",ASSOCIATE MEMBER,DEPARTMENT OF RADIOLOGY,MOLECULAR PHARMACOLOGY PROGRAM,MEMORIAL SLOAN KETTERING CANCER CENTER,"NEW YORK, NY, 10021",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"QAYYUM, ALIYA, MD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,DIAGNOSTIC IMAGING AND INTERVENTIONAL RADIOLOGY,"MOFFITT CANCER CENTER, MAGNOLIA CAMPUS","TAMPA, FL, 33612",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"QUARLES, CHRISTOPHER CHAD, PHD",PROFESSOR AND CHAIR,DIVISION OF NEUROIMAGING RESEARCH,BARROW NEUROLOGICAL INSTITUTE,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,"PHOENIX, AZ, 85013",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"SHI, CHENGZHI, PHD*",ASSISTANT PROFESSOR,COLLEGE OF ENGINEERING,GEORGE W. WOODRUFF SCHOOL OF,MECHANICAL ENGINEERING,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"SIGMUND, ERIC EDWARD, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"STOVER, DANIEL G, MD*",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,STEFANIE SPIELMAN COMPREHENSIVE BREAST CENTER,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,"COLUMBUS, OH, 43210",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"STOYANOVA, RADKA, PHD",PROFESSOR AND DIRECTOR,DEPARTMENT OF RADIATION ONCOLOGY,MILLER SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"TAVAKOLI, SINA, MD, PHD*",ASSISTANT PROFESSOR,DEPARTMENTS OF MEDICINE AND RADIOLOGY,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15261",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"TERPSTRA, MELISSA J, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65212",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"VARGAS, GRACIE, PHD",PROFESSOR,DEPARTMENTS OF NEUROSCIENCE AND CELL BIOLOGY,CENTER FOR BIOMEDICAL ENGINEERING,UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON, TX, 77555",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"VEDANTHAM, SRINIVASAN, PHD",PROFESSOR,DEPARTMENTS OF MEDICAL IMAGING,AND BIOMEDICAL ENGINEERING,UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85724",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"VISWANATH, SATISH EASWAR, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND, OH, 44106",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"WANG, THOMAS D, MD, PHD*",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"WANG, ZHEN JANE, MD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"SAN FRANCISCO, CA, 941430962",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"WEINBERG, BRENT DEREK, MD, PHD, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF RADIOLOGY AND IMAGING SCIENCES,EMORY UNIVERSITY ,"ATLANTA, GA, 30322",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"YAO, JUNJIE, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,DUKE UNIVERSITY,"DURHAM, NC, 27708",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"YU, HENGYONG, PHD*",PROFESSOR,DEPARTMENT OF ELECTRICAL AND,COMPUTER ENGINEERING,BIOMEDICAL IMAGING DIVISION,UNIVERSITY OF MASSACHUSETTS LOWELL,"LOWELL, MA, 01854",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"ZAYED, MOHAMED A, MD, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF SURGERY,WASHINGTON UNIVERSITY IN ST. LOUIS,"ST. LOUIS, MO, 63110",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"CHENG, YUANNA, MD, PHD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"LIAPI, ELENI APOSTOLOS, MD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,02/17/22 - 02/18/22,"NORCIO, RACHEL C",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"GOLD, GARRY E, MD",PROFESSOR AND INTERIM CHAIR,DEPARTMENTS OF RADIOLOGY AND BIOENGINEERING,AND ORTHOPEDICS,SCHOOL OF MEDICINE,STANFORD UNIVERSITY,"STANFORD, CA, 94305",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"ABERLE, DENISE R, MD",PROFESSOR,DEPARTMENT OF RADIOLOGICAL SCIENCES,HENRY SAMUELI SCHOOL OF ENGINEERING,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES, CA, 90095",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"BALCHANDANI, PRITI, PHD",PROFESSOR,DEPARTMENTS OF RADIOLOGY AND NEUROSCIENCE,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"BRANCA, ROSA TAMARA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS AND ASTRONOMY,BIOMEDICAL RESEARCH IMAGING CENTER,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL, NC, 27599",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"DI CARLI, MARCELO F, MD*",PROFESSOR,DEPARTMENTS OF RADIOLOGY AND MEDICINE,HARVARD MEDICAL SCHOOL,"BOSTON, MA, 02115",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"EISENBREY, JOHN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,THOMAS JEFFERSON UNIVERSITY,"PHILADELPHIA, PA, 19107",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"FELTOVICH, HELEN, MD",STAFF PHYSICIAN,DIVISION OF MATERNAL-FETAL MEDICINE,INTERMOUNTAIN HEALTHCARE,"PROVO, UT, 84604",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"FORD, ANDRIA LEE, MD*",ASSOCIATE PROFESSOR,DEPARTMENTS OF NEUROLOGY AND RADIOLOGY,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,"ST. LOUIS, MO, 63110",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"GURCAN, METIN NAFI, PHD",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST,"WINSTON SALEM, NC, 27157",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"HALTER, RYAN JOSEPH, PHD*",ASSOCIATE PROFESSOR,THAYER SCHOOL OF ENGINEERING,DEPARTMENT OF COMPUTER SCIENCE,AND GEISEL SCHOOL OF MEDICINE,DARTMOUTH COLLEGE,"HANOVER, NH, 03755",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"HAN, AIGUO, PHD*",RESEARCH ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL AND,COMPUTER ENGINEERING,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,"URBANA, IL, 61801",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"HAN, MEILAN K, MD*",PROFESSOR,DEPARTMENT OF INTERNAL MEDICINE,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"ANN ARBOR, MI, 48109",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"HE, LILI, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,IMAGING RESEARCH CENTER,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,"CINCINNATI, OH, 45229",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"HENAO GIRALDO, RICARDO, PHD*",ASSISTANT PROFESSOR,DEPARTMENTS OF BIOSTATISTICS AND BIOINFORMATICS,AND ELECTRICAL AND COMPUTER ENGINEERING,DUKE UNIVERSITY,"DURHAM, NC, 27710",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"JO, JAVIER ANTONIO, PHD",PROFESSOR,SCHOOL OF ELECTRICAL AND COMPUTER ENGINEERING,THE UNIVERSITY OF OKLAHOMA,"NORMAN, OK, 73072",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"KIMIA, BENJAMIN, PHD*",PROFESSOR,DEPARTMENT OF ENGINEERING,BROWN UNIVERSITY,"PROVIDENCE, RI, 02912",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"LENG, SHUAI, PHD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,MAYO CLINIC,"ROCHESTER, MN, 55905",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"LIN, AI-LING, PHD",PROFESSOR AND VICE CHAIR FOR RESEARCH,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65212",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"MARKL, MICHAEL, PHD*",PROFESSOR,DEPARTMENTS OF RADIOLOGY AND,BIOMEDICAL ENGINEERING,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO, IL, 60611",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"MCDONALD, ELIZABETH, MD, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF RADIOLOGY,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA, PA, 19104",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"MITSOURAS, DIMITRIOS, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY AND BIOMEDICAL IMAGING,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"SAN FRANCISCO, CA, 94158",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"MIYAZAKI, MITSUE, PHD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF CALIFORNIA SAN DIEGO,"LA JOLLA, CA, 92037",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"NARDO, LORENZO, MD, PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF CALIFORNIA AT DAVIS,"DAVIS, CA, 95618",,,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"ODISIO, BRUNO C, MD",ASSOCIATE PROFESSOR,DIVISION OF DIAGNOSTIC IMAGING,DEPARTMENT OF INTERVENTIONAL RADIOLOGY,UNIVERSITY OF TEXAS,MD ANDERSON CANCER CENTER,"HOUSTON, TX, 77025",
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"PETERS, DANA C, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY AND BIOMEDICAL IMAGING,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06519",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"PONOMAREV, VLADIMIR, MD, PHD",ASSOCIATE MEMBER,DEPARTMENT OF RADIOLOGY,MOLECULAR PHARMACOLOGY PROGRAM,MEMORIAL SLOAN KETTERING CANCER CENTER,"NEW YORK, NY, 10021",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"QUARLES, CHRISTOPHER CHAD, PHD",PROFESSOR AND CHAIR,DIVISION OF NEUROIMAGING RESEARCH,BARROW NEUROLOGICAL INSTITUTE,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,"PHOENIX, AZ, 85013",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"SADLEIR, ROSALIND J, PHD*",ASSOCIATE PROFESSOR,SCHOOL OF BIOLOGICAL AND,HEALTH SYSTEMS ENGINEERING,ARIZONA STATE UNIVERSITY  - TEMPE CAMPUS,"TEMPE, AZ, 85287",,
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,10/14/21 - 10/15/21,"STOYANOVA, RADKA, PHD",PROFESSOR AND DIRECTOR,DEPARTMENT OF RADIATION ONCOLOGY,MILLER SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
